PrimerID	derep result	derep result	FeatureID	id	molecularFormula	adduct	NPCpathway	NPCpathway Probability	NPCsuperclass	NPCsuperclass Probability	NPCclass	NPCclass Probability	ClassyFiremost specific class	ClassyFiremost specific class Probability	ClassyFirelevel 5	ClassyFirelevel 5 Probability	ClassyFiresubclass	ClassyFiresubclass Probability	ClassyFireclass	ClassyFireclass Probability	ClassyFiresuperclass	ClassyFiresuperclass probability	ClassyFireall classifications	row ID	row m/z	row retention time	064-0 Peak area	064-1 Peak area	064-2cm-B Peak area	064-3 Peak area	064-4 Peak area	064-5cm-B Peak area	064-6 Peak area	064-7 Peak area	064-8 Peak area	064-9 Peak area	064_Sum	085-0 Peak area	085-1 Peak area	085-2 Peak area	085-3 Peak area	085-4 Peak area	085-5cm-B Peak area	085-6 Peak area	085-7cm-B Peak area	085-8cm-A Peak area	085-9cm-B Peak area	085_Sum	115-0 Peak area	115-1 Peak area	115-2cm-B Peak area	115-3 Peak area	115-4cm-B Peak area	115-5 Peak area	115-6 Peak area	115-7 Peak area	115-8 Peak area	115-9 Peak area	115_Sum	123-0 Peak area	123-1 Peak area	123-2cm-B Peak area	123-3 Peak area	123-4 Peak area	123-5cm-B Peak area	123-6 Peak area	123-7 Peak area	123-8cm-B Peak area	123-9cm-B Peak area	123_Sum	OOI-0cm-B Peak area	OOI-2cm-B Peak area	OOI-3cm-B Peak area	OOI-4cm-B Peak area	OOI-5cm-B Peak area	OOI-6 Peak area	OOI-7cm-B Peak area	OOI-8cm-B Peak area	OOI_Sum
2058_Polyketides_Tetrapyrroles and derivatives	Unassigned	N/A	2058	532_220629_5mMatOOI_siriusfeaturelist_2058	C49H80N2O12	[M + H]+	Polyketides	0.922101796	Macrolides	0.939722419	Polyene macrolides	0.373462528	Tetrapyrroles and derivatives	0.783811092	Unassigned	Unassigned	Unassigned	Unassigned	Tetrapyrroles and derivatives	0.783811092	Organoheterocyclic compounds	0.999215364	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Secondary alcohols; Carbonyl compounds; Dialkylamines; Secondary amines; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2058	889.5803742	20.050962	233.14749	559.07513	285.813	524.0276	448.63245	916.6915	126.37241	45.129063	0	0	3138.888643	655.71674	369.47327	394.00348	592.3661	661.6096	263.55048	987.1202	1149.6757	318.98877	156.367	5548.87134	250.11484	84.4494	536.75104	376.3857	619.8813	620.0101	322.184	590.35815	673.7977	623.88336	4697.81559	202.71944	331.76477	249.24512	315.40118	290.95743	352.33325	529.88794	440.9486	996.1265	1315.5424	5024.92663	71.27689	418.88055	429.65274	405.7045	339.90527	246.53314	516.64496	957.01965	3385.6177
913_Polyketides_Alpha amino acids and derivatives	Unassigned	N/A	913	540_220629_5mMatOOI_siriusfeaturelist_913	C46H56N6O14	[M + H]+	Polyketides	0.346238792	Oligopeptides	0.843945503	Cyclic peptides	0.670568943	Alpha amino acids and derivatives	0.671784878	Amino acids and derivatives	0.88443625	"Amino acids, peptides, and analogues"	0.893505454	Carboxylic acids and derivatives	0.999543488	Organic acids and derivatives	0.999935627	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alkyl aryl ethers; Alcohols and polyols; Lactams; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	913	917.3926414	16.57458	293.63446	58.217358	114.08918	26.114172	65.13684	836.8638	0	425.84915	0	111.960686	1931.865646	0	22.746952	78.06681	36.359695	57.59392	103.81223	51.551773	0	0	58.521927	408.653307	87.314026	0	1292.1611	44.98076	758.2052	43.302315	89.57609	83.979324	397.36502	2186.2705	4983.154335	81.015274	70.53324	191.07254	499.54248	175.60223	224.8535	318.67126	221.06657	407.56802	408.9067	2598.831814	110.22957	0	0	0	0	0	62.543842	24.41964	197.193052
1421_Polyketides_Alpha amino acids and derivatives	Unassigned	N/A	1421	544_220629_5mMatOOI_siriusfeaturelist_1421	C33H57N3O3	[M + K]+	Polyketides	0.948474467	Linear polyketides	0.620343089	Open-chain polyketides	0.955531597	Alpha amino acids and derivatives	0.762515962	Amino acids and derivatives	0.93861419	"Amino acids, peptides, and analogues"	0.938414574	Carboxylic acids and derivatives	0.967020094	Organic acids and derivatives	0.998221695	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1421	582.4055825	17.823805	300.57172	140.59123	143.87038	317.8377	95.97418	0	0	0	0	0	998.84521	106.14735	205.50693	257.64227	138.57117	187.29369	0	128.93636	96.10285	0	0	1120.20062	518.5504	88.32341	261.59363	405.41333	339.7832	436.75067	583.4676	646.11334	373.42944	425.73062	4079.15564	228.83875	297.30414	412.58215	607.1025	393.7457	448.92548	616.4449	709.409	414.28854	319.35834	4447.9995	0	0	41.280693	0	0	0	0	0	41.280693
2036_Polyketides_Fatty acyl glycosides	Unassigned	N/A	2036	577_220629_5mMatOOI_siriusfeaturelist_2036	C42H80N2O18	[M + H]+	Polyketides	0.696431816	Macrolides	0.665826559	Erythromycins	0.594829321	Fatty acyl glycosides	0.694081426	Unassigned	Unassigned	Fatty acyl glycosides	0.694081426	Fatty Acyls	0.940041602	Lipids and lipid-like molecules	0.917044938	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Amines; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2036	901.5452021	19.99926	253.16348	0	49.022503	119.99019	0	0	0	0	0	0	422.176173	155.05853	111.2121	0	47.364643	0	0	0	39.850067	0	0	353.48534	67.84242	0	136.23367	70.33893	101.95528	109.47267	86.35943	0	94.00812	0	666.21052	366.48325	170.20888	0	120.80084	49.803143	0	121.486206	0	0	0	828.782319	0	44.62586	0	0	0	71.2923	0	0	115.91816
487_Polyketides_Terpene lactones	Unassigned	N/A	487	587_220629_5mMatOOI_siriusfeaturelist_487	C35H54N2O6	[M - H4O2 + H]+	Polyketides	0.913701057	Linear polyketides	0.678686619	Open-chain polyketides	0.95570612	Terpene lactones	0.512765884	Unassigned	Unassigned	Terpene lactones	0.512765884	Prenol lipids	0.841275275	Lipids and lipid-like molecules	0.970767617	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carbamate esters; Dialkyl ethers; Carboxylic acids; Terpene lactones; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	487	563.3880443	14.79407	0	55.530167	65.63728	127.95708	0	0	0	0	0	0	249.124527	301.28366	383.65817	255.35292	362.44635	185.31505	0	0	0	0	0	1488.05615	639.31195	0	263.2755	1012.2699	266.99075	469.62152	701.66034	844.2713	258.25198	579.3282	5034.98144	85.4974	206.24814	456.00372	896.82465	236.59624	367.6265	1512.0693	428.97745	552.673	288.88123	5031.39763	0	0	0	0	0	0	0	79.68669	79.68669
584_Polyketides_Naphthopyrans	Unassigned	N/A	584	607_220629_5mMatOOI_siriusfeaturelist_584	C32H36O10	[M + Na]+	Polyketides	0.612667918	Polycyclic aromatic polyketides	0.36643979	Limonoids	0.524856806	Naphthopyrans	0.933176994	Unassigned	Unassigned	Unassigned	Unassigned	Naphthopyrans	0.933176994	Organoheterocyclic compounds	0.802697659	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Lactones; Pyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Naphthopyrans; Carbonyl compounds; Phenol ethers; Naphthols and derivatives; Benzenoids; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	584	603.2248056	15.244175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700.85315	169.77939	0	0	0	0	0	0	0	0	870.63254	0	0	0	0	0	0	0	0	0
988_Polyketides_Alpha amino acid esters	Unassigned	N/A	988	640_220629_5mMatOOI_siriusfeaturelist_988	C42H75N3O6	[M + Na]+	Polyketides	0.712327182	Oligopeptides	0.598204374	Depsipeptides	0.181067675	Alpha amino acid esters	0.837012172	Amino acids and derivatives	0.992128491	"Amino acids, peptides, and analogues"	0.99257201	Carboxylic acids and derivatives	0.999851108	Organic acids and derivatives	0.999991179	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolides and analogues; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Macrolide lactams; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	988	740.5555828	16.667234	0	54.416	0	0	694.3467	0	0	0	0	0	748.7627	1584.836	152.45741	0	27.706764	0	0	206.75586	0	0	0	1971.756034	0	0	0	0	0	0	0	41.041016	0	0	41.041016	0	0	0	155.6008	0	0	0	0	0	0	155.6008	0	0	0	0	0	0	0	0	0
333_Polyketides_Amino acids and derivatives	Unassigned	N/A	333	650_220629_5mMatOOI_siriusfeaturelist_333	C40H77N5O10	[M + Na]+	Polyketides	0.972114682	Oligopeptides	0.595388114	Cyclic peptides	0.464840055	Amino acids and derivatives	0.637132227	Amino acids and derivatives	0.637132227	"Amino acids, peptides, and analogues"	0.731992662	Carboxylic acids and derivatives	0.999586403	Organic acids and derivatives	0.999927878	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	333	810.5583115	13.721267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.9901	0	0	0	0	0	0	0	0	259.9901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2091_Polyketides_Macrolides and analogues	Unassigned	N/A	2091	651_220629_5mMatOOI_siriusfeaturelist_2091	C46H84O17	[M - H4O2 + H]+	Polyketides	0.59527868	Polyethers	0.226625979	Macrolide lactones	0.350875497	Macrolides and analogues	0.637589753	Unassigned	Unassigned	Unassigned	Unassigned	Macrolides and analogues	0.637589753	Phenylpropanoids and polyketides	0.286351472	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hemiacetals; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2091	873.5503855	20.162333	0	0	0	121.87348	0	0	0	0	0	0	121.87348	0	0	0	0	0	0	91.67652	112.50854	0	0	204.18506	0	0	178.30084	0	736.78815	0	0	0	424.00635	152.62312	1491.71846	587.8497	439.64417	0	333.03378	432.23734	0	447.164	250.63411	0	0	2490.5631	0	0	0	0	0	0	0	0	0
1030_Polyketides_Cyclic depsipeptides	Unassigned	N/A	1030	656_220629_5mMatOOI_siriusfeaturelist_1030	C38H70N4O6	[M + H]+	Polyketides	0.991360247	Oligopeptides	0.997458994	Cyclic peptides	0.992004454	Cyclic depsipeptides	0.988233268	Cyclic depsipeptides	0.988233268	Depsipeptides	0.948003054	Peptidomimetics	0.986960053	Organic acids and derivatives	1	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1030	679.5362995	16.745432	1038.7211	791.17413	761.6929	1479.4026	758.4706	809.9668	1175.9048	298.70728	923.9774	848.0296	8886.04721	530.9212	851.0428	1203.7997	1599.4425	1573.584	632.61255	1516.7455	1051.1971	1098.1172	1441.4679	11498.93045	604.54956	427.41492	705.62445	807.772	1088.8103	1240.2476	1096.5527	1112.6559	1644.2877	449.035	9176.95013	446.4206	841.6314	694.29865	1430.8707	1090.1685	672.6423	1455.1771	2238.0498	1575.9325	1596.1626	12041.35415	1007.4931	1198.3881	1388.4537	1572.4904	1366.9586	1564.8478	1602.709	1661.4904	11362.8311
497_Polyketides_Monosaccharides	Unassigned	N/A	497	664_220629_5mMatOOI_siriusfeaturelist_497	C28H60N2O13	[M - H4O2 + H]+	Polyketides	0.92079258	Sphingolipids	0.402622014	Open-chain polyketides	0.16570735	Monosaccharides	0.885820091	Monosaccharides	0.885820091	Carbohydrates and carbohydrate conjugates	0.865545213	Organooxygen compounds	1	Organic oxygen compounds	1	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Polyols; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	497	597.3931089	14.841832	325.52737	124.088715	82.08617	201.71837	0	67.955635	0	0	0	0	801.37626	167.0864	214.07782	103.96307	132.27179	0	0	93.198906	0	0	0	710.597986	215.57457	0	178.74353	269.3995	186.20276	275.67767	177.05888	100.02518	119.57724	60.746437	1583.005767	201.14757	332.6333	75.271805	295.38925	158.22852	131.27254	0	228.44734	109.217285	0	1531.60761	0	0	0	0	39.383835	0	0	0	39.383835
35_Polyketides_Macrolides and analogues	Unassigned	N/A	35	665_220629_5mMatOOI_siriusfeaturelist_35	C48H84O13	[M + Na]+	Polyketides	0.997846246	Macrolides	0.278765678	Macrolide lactones	0.211349905	Macrolides and analogues	0.814623177	Unassigned	Unassigned	Unassigned	Unassigned	Macrolides and analogues	0.814623177	Phenylpropanoids and polyketides	0.871443808	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	35	891.5803532	10.34651	96.984344	58.257767	63.04528	83.06539	0	34.089703	0	0	0	0	335.442484	36.199097	63.135098	62.695118	39.89613	2.8821363	0	2.109509	26.191856	0	0	233.1089443	85.278984	72.08681	184.23648	125.58513	120.35191	116.26958	97.834854	102.78227	165.11224	110.04544	1179.583698	137.73517	123.60989	130.21738	105.71291	121.925934	122.248665	116.2635	116.747826	129.6012	81.95237	1186.014845	122.56809	223.1595	214.8334	263.80383	239.0666	241.25047	210.5333	289.4201	1804.63529
82_Polyketides_Terpene glycosides	Unassigned	N/A	82	668_220629_5mMatOOI_siriusfeaturelist_82	C36H66O8	[M + H]+	Polyketides	0.63721031	Linear polyketides	0.904185712	Dammarane and Protostane triterpenoids	0.889838099	Terpene glycosides	0.682809889	Unassigned	Unassigned	Terpene glycosides	0.682809889	Prenol lipids	0.820014596	Lipids and lipid-like molecules	0.994021833	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Fatty alcohols; Secondary alcohols; Tertiary alcohols; Terpene glycosides; Polyols; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	82	627.4823274	11.143041	445.19812	50.838943	0	103.93277	0	0	0	0	0	0	599.969833	170.27396	58.754234	23.33709	0	0	0	0	0	0	0	252.365284	132.77936	96.266624	66.43448	67.188866	51.721508	0	0	41.346302	0	0	455.73714	349.19763	354.88074	33.95759	110.31314	0	0	0	0	36.693047	40.170113	925.21226	0	0	0	19.934225	32.21613	0	0	0	52.150355
978_Polyketides_Fatty acid esters_Aureobasidins_Aureobasidin_U1	_Aureobasidins_Aureobasidin_U1	Aureobasidins_Aureobasidin_U1	978	678_220629_5mMatOOI_siriusfeaturelist_978	C36H64O6	[M + Na]+	Polyketides	0.356633037	Glycerolipids	0.743898094	Triacylglycerols	0.562394977	Fatty acid esters	0.582073152	Unassigned	Unassigned	Fatty acid esters	0.582073152	Fatty Acyls	0.354109138	Lipids and lipid-like molecules	0.867420554	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	978	615.4484886	16.679077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.90452	0	0	0	0	86.69765	36.892128	32.94223	0	0	257.436528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.97437	219.97437
909_Polyketides_Steroids and steroid derivatives	Unassigned	N/A	909	690_220629_5mMatOOI_siriusfeaturelist_909	C27H40O8	[M + K]+	Polyketides	0.62409389	Steroids	0.396702439	Open-chain polyketides	0.173430994	Steroids and steroid derivatives	0.546760798	Unassigned	Unassigned	Unassigned	Unassigned	Steroids and steroid derivatives	0.546760798	Lipids and lipid-like molecules	0.63647294	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	909	531.2386289	16.555443	319.7027	159.85362	108.16376	649.6143	105.1985	90.1704	45.91011	0	0	0	1478.61339	899.4655	357.37915	995.644	411.05585	385.29636	57.74677	243.22662	88.45485	0	0	3438.2691	628.31665	942.1639	256.12125	880.9018	501.31705	571.257	397.29425	482.60785	369.05954	82.73658	5111.77587	685.2222	645.35693	1156.4597	214.46918	399.66174	589.879	304.30054	311.67334	729.1681	862.5909	5898.78163	120.66345	168.23112	128.21942	184.85521	186.90967	187.73816	187.44826	269.03845	1433.10374
1166_Polyketides_Fatty acid esters	Unassigned	N/A	1166	705_220629_5mMatOOI_siriusfeaturelist_1166	C38H58O10	[M + K]+	Polyketides	0.560073614	Triterpenoids	0.151898041	Colensane and Clerodane diterpenoids	0.146047249	Fatty acid esters	0.892518461	Unassigned	Unassigned	Fatty acid esters	0.892518461	Fatty Acyls	0.774877608	Lipids and lipid-like molecules	0.929135382	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1166	713.368483	17.028845	429.4945	318.05585	267.74097	737.6863	185.98566	203.20055	113.25211	0	0	0	2255.41594	1109.9724	1002.94635	939.78754	908.2309	688.1148	258.98346	361.20184	415.56274	122.13298	62.430874	5869.363884	603.4189	796.00287	447.80228	780.9958	347.95264	581.15985	477.6791	565.13605	399.8	235.93285	5235.88034	533.2293	689.7604	565.8933	246.78012	288.84796	404.7887	493.77466	498.90222	419.569	469.85117	4611.39683	390.54907	524.53424	534.37286	556.09094	611.4061	264.54437	598.30145	632.6141	4112.41313
855_Polyketides_Amino acids and derivatives	Unassigned	N/A	855	722_220629_5mMatOOI_siriusfeaturelist_855	C33H58N4O6	[M + H]+	Polyketides	0.789419711	Linear polyketides	0.635871232	Open-chain polyketides	0.794401407	Amino acids and derivatives	0.618242919	Amino acids and derivatives	0.618242919	"Amino acids, peptides, and analogues"	0.636739373	Carboxylic acids and derivatives	0.918367267	Organic acids and derivatives	0.988053501	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Macrolides and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	855	607.4484783	16.365902	72.235634	153.69093	0	189.65074	190.35913	0	0	0	173.64813	67.974075	847.558639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.08937	0	0	0	46.08937	0	0	0	0	0	0	0	0	0
1559_Polyketides_Alpha amino acid esters	Unassigned	N/A	1559	754_220629_5mMatOOI_siriusfeaturelist_1559	C38H52BrN3O8	[M + H]+	Polyketides	0.776493728	Oligopeptides	0.734723628	Cyclic peptides	0.641371191	Alpha amino acid esters	0.519652843	Amino acids and derivatives	0.887307048	"Amino acids, peptides, and analogues"	0.902671158	Carboxylic acids and derivatives	0.998400986	Organic acids and derivatives	0.999922752	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Pyrroles; Ketones; Alcohols and polyols; Macrolides and analogues; Lactams; Indoles and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organobromides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Aryl halides; Cyclic ketones; Aryl ketones; Aryl alkyl ketones; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1559	758.3050727	18.333944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.74377	834.6273	446.02914	310.14777	313.72064	293.61673	371.2058	2946.09115
